store	itemCode	description	dailyUsage	buildTo	stockOnHand	stockOnOrder	orderQty	unit	onHandSource	buildToSource
3811	10006826	DRINK LIPTON ICE TEA PEACH	0.1557	2.0243	0.6667	0	2	CARTON-24	report	catalog-days
3811	10007191	DRINK MOUNTAIN DEW CAN	0.1957	2.5443	1.5	0	2	CARTON-30	report	catalog-days
3811	13529	TRAYS DRINKS 4 CUP	0.1371	1.3714	0.017	0	2	CARTON-100	report	default
3811	3221	DRINK PEPSI 600ML	0.1443	1.8757	0.8333	0	2	CARTON-24	report	catalog-days
3811	3226	DRINK PEPSI MAX 600ML	0.2514	3.2686	1.75	0	2	CARTON-24	report	catalog-days
3811	37597	CHURROS MINI	0.52	5.2	4	0	2	CARTON-72	report	catalog-days
3811	37991	BAG TAKEAWAY BROWN LARGE 2	0.2614	2.6143	1.5	0	2	CARTON-250	report	default
3811	38414	SAUCE ZESTY RANCH 1	0.3771	3.7714	1.9067	0	2	CARTON-15x1KG	report	catalog-days
3811	39054	SEASONING MEXICAN RICE	0.1457	1.4571	0.4	0	2	BAG-10KG	report	catalog-days
3811	39746	LID CLEAR 60ML DIPPING CUP	0.2129	2.1286	0.75	0	2	CARTON-1000	report	default
3811	DO4	ONION BROWN DICED	0.3614	2.53	1.0625	0	2	CARTON-4x1KG	report	catalog-days
3811	10004724	DRINK PEPSI CAN	0.1429	1.8571	1.1	0	1	CARTON-30	report	catalog-days
3811	10007576	DRINK 7UP CAN	0.0871	1.1329	0.8333	0	1	CARTON-30	report	catalog-days
3811	100457	SAUCE FIRE 10X1KG	0.0914	0.9143	0.75	0	1	CARTON-10x1KG	report	catalog-days
3811	106431	260 x 260mm Baking Paper Golden Silidor	0.0029	0.0286	0	0	1	CARTON-1000	report	default
3811	106491	4OZ PORTION CUP 50EA	0.0371	0.3714	0	0	1	PACK-50	report	default
3811	106551	4OZ PORTION CUP LID 50EA	0.0371	0.3714	0	0	1	PACK-50	report	default
3811	14701	GUACAMOLE	0.29	2.9	2.35	0	1	CARTON-6x1.5KG	report	catalog-days
3811	2918	DRINK SOLO LEMON 600ML PET	0.0643	0.8357	0.8333	0	1	CARTON-24	report	catalog-days
3811	2938	DRINK SUNKIST ORANGE 600ML	0.0586	0.7614	0.6667	0	1	CARTON-24	report	catalog-days
3811	33090	CUP POSTMIX REGULAR	0.1386	1.3857	0.85	0	1	CARTON-1000	report	default
3811	33091	CUP POSTMIX LARGE	0.0643	0.6429	0.2	0	1	CARTON-1000	report	default
3811	36549	NAPKINS BROWN RECYCLE	0.1471	1.4714	0.5833	0	1	CARTON-12x500	report	default
3811	37013	SAUCE PICO DE GALLO 100GM	0.0557	0.5571	0.0006	0	1	CARTON-12x500GM	report	catalog-days
3811	37870	SAUCE CHILLI MILD	0.2243	2.2429	1.86	0	1	CARTON-10x1KG	report	catalog-days
3811	37872	CANTINA BROWN BOX	0.2286	2.2857	1.55	0	1	CARTON-200	report	default
3811	37893	BAG CRUNCHWRAP	0.0657	0.6571	0.6375	0	1	CARTON-2000	report	default
3811	37901	WRAP LARGE WHITE PRINTED	0.1243	1.2429	0.4667	0	1	CARTON-3000	report	default
3811	37911	CHEESE CHEDD ANGEL HAIR/ S'FINE SHRED	0.25	2.5	1.7725	0	1	CARTON-6x2KG	report	catalog-days
3811	37987	BAG TAKEAWAY BROWN SMALL	0.0743	0.7429	0	0	1	CARTON-1000	report	default
3811	37989	BAG TAKEAWAY BROWN MEDIUM	0.2871	2.8714	2.3	0	1	CARTON-1000	report	default
3811	37993	BAG CHIPS REGULAR	0.0671	0.6714	0.4375	0	1	CARTON-3000	report	default
3811	37999	WRAP WASTE WHITE UNPRINTED	0.1329	1.3286	0.7	0	1	CARTON-5x1000	report	default
3811	38088	DESSERT CHOCETTES	0.0943	0.9429	0.822	0	1	CARTON-2x2.5KG	report	catalog-days
3811	38701	LAVA SAUCE	0.1729	1.7286	1.14	0	1	CARTON-10x1KG	report	catalog-days
3811	38722	SAUCE CREAMY JALAPENO	0.1271	1.2714	0.89	0	1	CARTON-10x1KG	report	catalog-days
3811	38892	BIG BELL BOX 2	0.1971	1.9714	1.2	0	1	CARTON-250	report	default
3811	39744	DIPPING CUP 60ML	0.2129	2.1286	1.22	0	1	CARTON-1000	report	default
3811	39769	WOODEN FORK	0.0443	0.4429	0.4	0	1	CARTON-1000	report	default
3811	40062A	CINNAMON TWISTS	0.0329	0.3286	0.075	0	1	CARTON-4X5KG	report	catalog-days
3811	TB13735	LID POSTMIX	0.2	2	1.45	0	1	CARTON-1000	report	default
3811	10005242	DRINK WATER SPARKLING 500ML	0.0229	0.2971	0.9167	0	0	CARTON-24	report	catalog-days
3811	10005385	DRINK MOUNTAIN DEW BIB 15L	0.0571	4	48.75	0	0	CARTON-15L	report	catalog-fixed
3811	10005562	DRINK FCB FREEZE MOUNTAIN DEW 10L	0.0171	1	13	0	0	CARTON-10L	report	catalog-fixed
3811	10006824	DRINK LIPTON ICE TEA LEMON 500ML	0.0414	0.5386	0.6667	0	0	CARTON-24	report	catalog-days
3811	10006909	DRINK RED BULL ED 250ML	0.0471	0.6129	1	0	0	CARTON-24	report	catalog-days
3811	10006936	DRINK RED BULL S/FREE 250ML	0.0229	0.2971	0.5	0	0	CARTON-24	report	catalog-days
3811	10006942	DRINK RED BULL TROPICAL 250ML	0.07	0.91	1.0833	0	0	CARTON-12	report	catalog-days
3811	10007182	DRINK JUICE POP TOP APPLE 250ML	0.0457	0.5943	1	0	0	CARTON-24	report	catalog-days
3811	10007184	DRINK JUICE POP TOP ORANGE 250ML	0.0114	0.1486	1.7083	0	0	CARTON-24	report	catalog-days
3811	10008418	DRINK JUICE APPLE SPRING VALLEY	0.0414	0.4143	1.2778	0	0	CARTON-18	report	default
3811	106191	SAUCE CARAMEL MONIN 1.89L	0.0214	0.2143	8.13	0	0	CARTON-4x1.89L	report	catalog-days
3811	3227	DRINK 7UP 600ML PET	0.0286	0.3714	0.5833	0	0	CARTON-24	report	catalog-days
3811	3478	DRINK PEPSI MAX BIB 10L	0.1929	6	32.5	0	0	CARTON-10L	report	catalog-fixed
3811	37378	CUP FCB 590 ML CH	0.0057	0.0571	0.125	0	0	CARTON-1000	report	default
3811	37380	LID FCB DOME 590 ML CH	0.0057	0.0571	1.525	0	0	CARTON-1000	report	default
3811	37921	WRAP SMALL WHITE PRINTED	0.0729	0.7286	1.4667	0	0	CARTON-3000	report	default
3811	37995	BAG CHIPS LARGE	0.0471	0.4714	0.875	0	0	CARTON-3000	report	default
3811	37997	BAG NACHO CHIPS LARGE	0.0871	0.8714	3.55	0	0	CARTON-500	report	default
3811	38163	SAUCE CHOCOLATE DA VINCI	0.07	0.7	6	0	0	CARTON-3x2L	report	catalog-days
3811	3912	DRINK PEPSI POST MIX	0.6543	4	49.5	0	0	CARTON-15L	report	catalog-fixed
3811	39185	STRAW PAPER KFC	0.0514	0.5143	1.1875	0	0	CARTON-4000	report	default
3811	3939	DRINK 7UP BIB 15L	0.0357	3	42	0	0	CARTON-15L	report	catalog-fixed
3811	40003	JALAPENO	0.0057	0.0571	0.6565	0	0	CARTON-6x2.3KG	report	catalog-days
3811	40037	SUGAR CINNAMON 5KG	0.0157	0.1571	0.6	0	0	CARTON-5x2.5KG	report	catalog-days
3811	4068	DRINK SOLO LEMON BIB 15L	0.0371	3	39	0	0	CARTON-15L	report	catalog-fixed
3811	4075	DRINK SUNKIST ORANGE BIB 15L	0.0243	3	46.5	0	0	CARTON-15L	report	catalog-fixed
3811	4091	DRINK FCB FREEZE TRAD RASPBERRY 10L	0.01	1	20.5	0	0	CARTON-10L	report	catalog-fixed
3811	4095	DRINK FCB FREEZE PEPSI 10L	0.02	1	9	0	0	CARTON-10L	report	catalog-fixed
3811	607826	OIL FRYING LIQUID CARGILL	0.6771	6.7714	7.5	0	0	CARTON-15KG	report	catalog-days
3901	38358	TB MEXICAN RICE (FINISHED PRODUCT)	4491.2857	44912.8571	0	0	44913	GRAM-1GM	missing	default
3901	38360	TB GUACAMOLE (FINISHED PRODUCT)	2228.9571	22289.5714	0	0	22290	GRAM-1GM	missing	default
3901	38377	TB TOMATO DICED (FINISHED PRODUCT)	2494	17458	0	0	17458	GRAM-1GM	missing	default
3901	38372	TB TACO SHELLS (FINISHED PRODUCT)	210.5714	2105.7143	0	0	2106	EACH	report	default
3901	38295	TB TOSTADA (FINISHED PRODUCT)	135.8571	1358.5714	0	0	1359	EACH	missing	default
3901	40109	FRIES SURECRISP	4.8957	63.6443	6	0	58	CARTON-6x2KG	report	catalog-days
3901	39867A	MEAT CHICKEN COOKED	1.98	19.8	0.0052	0	20	CARTON-10X600GM	report	catalog-days
3901	38362	TB FIESTA SALSA (FINISHED PRODUCT)	1.5543	15.5429	0	0	16	KG	missing	default
3901	7759	DRINK DARE ICED COFFEE DOUBLE	1.5714	15.7143	0	0	16	EACH	report	catalog-days
3901	39520	MEAT BEEF COOKED	1.6114	20.9486	5.1926	8	8	CARTON-8x1.85KG	report	catalog-days
3901	8419	CREAM SOUR LIGHT	0.9986	9.9857	3.6	0	7	EACH-5KG	report	catalog-days
3901	37891	TORTILLA CORN 6 INCH	0.8029	10.4371	1.5	3	6	CARTON-12x36	report	catalog-days
3901	37925	TORTILLA FLOUR 12INCH	1.0329	13.4271	4.3333	4	6	CARTON-12x12	report	catalog-days
3901	39009	CHIP NACHO CORN	0.72	9.36	4	0	6	CARTON-4.5KG	report	default
3901	37928	FLATBREAD	0.6829	6.8286	1.8333	0	5	CARTON-24X6	report	catalog-days
3901	SLETT	LETTUCE SHREDDED	0.97	8.79	4.75	0	5	CARTON-4X2.5KG	report	catalog-days
3901	37909	SAUCE NACHO CHEESE	0.9257	9.2571	1.1667	5	4	CARTON-6x1.8KG	report	catalog-days
3901	37923	TORTILLA FLOUR 10.25INCH	1.1129	14.4671	4.75	6	4	CARTON-12x12	report	catalog-days
3901	DTOM4	TOMATO DICED	1.2471	8.73	5	0	4	CARTON-4x1KG	report	catalog-days
3901	10004423	DRINK PEPSI MAX CAN	0.3714	4.8286	1.9333	0	3	CARTON-30	report	catalog-days
3901	10004815	DRINK MOUNTAIN DEW 600ML PET	0.2329	3.0271	0.75	0	3	CARTON-24	report	catalog-days
3901	10006909	DRINK RED BULL ED 250ML	0.1914	2.4886	0.4167	0	3	CARTON-24	report	catalog-days
3901	3226	DRINK PEPSI MAX 600ML	0.4371	5.6829	2.7083	0	3	CARTON-24	report	catalog-days
3901	37989	BAG TAKEAWAY BROWN MEDIUM	0.25	2.5	0.3108	0	3	CARTON-1000	report	default
3901	10006826	DRINK LIPTON ICE TEA PEACH	0.1686	2.1914	0.8333	0	2	CARTON-24	report	catalog-days
3901	10006942	DRINK RED BULL TROPICAL 250ML	0.13	1.69	0.5833	0	2	CARTON-12	report	catalog-days
3901	36549	NAPKINS BROWN RECYCLE	0.1271	1.2714	0.2373	0	2	CARTON-12x500	report	default
3901	37597	CHURROS MINI	0.4157	4.1571	1	2	2	CARTON-72	report	catalog-days
3901	37915	RICE LONG GRAIN WHITE	0.2657	2.6571	1.111	0	2	BAG-10KG	report	catalog-days
3901	38240	BEANS BLACK COOKED	0.4371	4.3714	2.5	0	2	CARTON-12x1KG	report	catalog-days
3901	38493	SAUCE CHIPOTLE MAYO 1	0.1886	1.8857	0	0	2	CARTON-15x1KG	report	catalog-days
3901	607826	OIL FRYING LIQUID CARGILL	0.5886	5.8857	3.9953	0	2	CARTON-15KG	report	catalog-days
3901	CHOPC	SALAD CORIANDER CHOPPED	0.2743	1.92	0.0005	0	2	BAG-500GM	report	catalog-days
3901	10004425	DRINK SOLO CAN	0.1143	1.4857	0.9	0	1	CARTON-30	report	catalog-days
3901	10006282	DRINK WATER 600ML PET	0.3871	5.0329	4.0833	0	1	CARTON-24	report	catalog-days
3901	10006573	DRINK SUNKIST ORANGE CAN	0.1614	2.0986	1.75	0	1	CARTON-24	report	catalog-days
3901	10006824	DRINK LIPTON ICE TEA LEMON 500ML	0.1443	1.8757	1.875	0	1	CARTON-24	report	catalog-days
3901	10007191	DRINK MOUNTAIN DEW CAN	0.1614	2.0986	1.1	0	1	CARTON-30	report	catalog-days
3901	106191	SAUCE CARAMEL MONIN 1.89L	0.01	0.1	0	0	1	CARTON-4x1.89L	report	catalog-days
3901	106431	260 x 260mm Baking Paper Golden Silidor	0.0014	0.0143	0	0	1	CARTON-1000	report	default
3901	106491	4OZ PORTION CUP 50EA	0.04	0.4	0	0	1	PACK-50	report	default
3901	106551	4OZ PORTION CUP LID 50EA	0.04	0.4	0	0	1	PACK-50	report	default
3901	13529	TRAYS DRINKS 4 CUP	0.0543	0.5429	0.47	0	1	CARTON-100	report	default
3901	2918	DRINK SOLO LEMON 600ML PET	0.15	1.95	1.7083	0	1	CARTON-24	report	catalog-days
3901	2938	DRINK SUNKIST ORANGE 600ML	0.1257	1.6343	1.5833	0	1	CARTON-24	report	catalog-days
3901	37013	SAUCE PICO DE GALLO 100GM	0.0357	0.3571	0.0008	0	1	CARTON-12x500GM	report	catalog-days
3901	37378	CUP FCB 590 ML CH	0.0286	0.2857	0	0	1	CARTON-1000	report	default
3901	37380	LID FCB DOME 590 ML CH	0.0286	0.2857	0	0	1	CARTON-1000	report	default
3901	37870	SAUCE CHILLI MILD	0.2057	2.0571	1	1	1	CARTON-10x1KG	report	catalog-days
3901	37872	CANTINA BROWN BOX	0.1571	1.5714	1.325	0	1	CARTON-200	report	default
3901	37901	WRAP LARGE WHITE PRINTED	0.0943	0.9429	0.691	0	1	CARTON-3000	report	default
3901	37911	CHEESE CHEDD ANGEL HAIR/ S'FINE SHRED	0.2071	2.0714	0.6667	1	1	CARTON-6x2KG	report	catalog-days
3901	37987	BAG TAKEAWAY BROWN SMALL	0.0629	0.6286	0	0	1	CARTON-1000	report	default
3901	37993	BAG CHIPS REGULAR	0.0543	0.5429	0.5373	0	1	CARTON-3000	report	default
3901	37999	WRAP WASTE WHITE UNPRINTED	0.11	1.1	0.246	0	1	CARTON-5x1000	report	default
3901	38088	DESSERT CHOCETTES	0.0943	0.9429	0.5	0	1	CARTON-2x2.5KG	report	catalog-days
3901	38414	SAUCE ZESTY RANCH 1	0.27	2.7	1.0667	1	1	CARTON-15x1KG	report	catalog-days
3901	38892	BIG BELL BOX 2	0.1843	1.8429	0.406	1	1	CARTON-250	report	default
3901	DO4	ONION BROWN DICED	0.23	1.61	1	0	1	CARTON-4x1KG	report	catalog-days
3901	TB13735	LID POSTMIX	0.15	1.5	0.615	0	1	CARTON-1000	report	default
3901	10004724	DRINK PEPSI CAN	0.1571	2.0429	3.6667	0	0	CARTON-30	report	catalog-days
3901	10005242	DRINK WATER SPARKLING 500ML	0.0357	0.4643	1.125	0	0	CARTON-24	report	catalog-days
3901	10005385	DRINK MOUNTAIN DEW BIB 15L	0.0629	4	33.95	0	0	CARTON-15L	report	catalog-fixed
3901	10005562	DRINK FCB FREEZE MOUNTAIN DEW 10L	0.0743	1	13.29	0	0	CARTON-10L	report	catalog-fixed
3901	10006936	DRINK RED BULL S/FREE 250ML	0.0586	0.7614	1.2083	0	0	CARTON-24	report	catalog-days
3901	10007182	DRINK JUICE POP TOP APPLE 250ML	0.06	0.78	1.375	0	0	CARTON-24	report	catalog-days
3901	10007184	DRINK JUICE POP TOP ORANGE 250ML	0.0114	0.1486	1.125	0	0	CARTON-24	report	catalog-days
3901	10007576	DRINK 7UP CAN	0.1	1.3	2.1333	0	0	CARTON-30	report	catalog-days
3901	10008418	DRINK JUICE APPLE SPRING VALLEY	0.12	1.2	1.2778	0	0	CARTON-18	report	default
3901	100457	SAUCE FIRE 10X1KG	0.0543	0.5429	0.8	0	0	CARTON-10x1KG	report	catalog-days
3901	14701	GUACAMOLE	0.1914	1.9143	2.5	1	0	CARTON-6x1.5KG	report	catalog-days
3901	3221	DRINK PEPSI 600ML	0.1629	2.1171	3.875	0	0	CARTON-24	report	catalog-days
3901	3227	DRINK 7UP 600ML PET	0.1143	1.4857	1.9167	0	0	CARTON-24	report	catalog-days
3901	33090	CUP POSTMIX REGULAR	0.1	1	1.621	0	0	CARTON-1000	report	default
3901	33091	CUP POSTMIX LARGE	0.0557	0.5571	1.344	0	0	CARTON-1000	report	default
3901	3478	DRINK PEPSI MAX BIB 10L	0.2671	6	48	0	0	CARTON-10L	report	catalog-fixed
3901	37893	BAG CRUNCHWRAP	0.0729	0.7286	1.2525	0	0	CARTON-2000	report	default
3901	37921	WRAP SMALL WHITE PRINTED	0.06	0.6	1.5747	0	0	CARTON-3000	report	default
3901	37927	TORTILLA FLOUR 6.5INCH	0.3086	4.0114	3.375	1	0	CARTON-24x12	report	catalog-days
3901	37991	BAG TAKEAWAY BROWN LARGE 2	0.2257	2.2571	2.069	2	0	CARTON-250	report	default
3901	37995	BAG CHIPS LARGE	0.0443	0.4429	0.7457	0	0	CARTON-3000	report	default
3901	37997	BAG NACHO CHIPS LARGE	0.0843	0.8429	8.402	0	0	CARTON-500	report	default
3901	38163	SAUCE CHOCOLATE DA VINCI	0.0571	0.5714	6.33	0	0	CARTON-3x2L	report	catalog-days
3901	38701	LAVA SAUCE	0.0957	0.9571	1.5	0	0	CARTON-10x1KG	report	catalog-days
3901	38722	SAUCE CREAMY JALAPENO	0.0829	0.8286	0.6	1	0	CARTON-10x1KG	report	catalog-days
3901	39054	SEASONING MEXICAN RICE	0.1086	1.0857	2.923	0	0	BAG-10KG	report	catalog-days
3901	3912	DRINK PEPSI POST MIX	0.3743	4	43.72	0	0	CARTON-15L	report	catalog-fixed
3901	39185	STRAW PAPER KFC	0.0457	0.4571	1.0855	0	0	CARTON-4000	report	default
3901	3939	DRINK 7UP BIB 15L	0.0271	3	33.55	0	0	CARTON-15L	report	catalog-fixed
3901	39744	DIPPING CUP 60ML	0.1814	1.8143	1.291	1	0	CARTON-1000	report	default
3901	39746	LID CLEAR 60ML DIPPING CUP	0.1814	1.8143	1.091	1	0	CARTON-1000	report	default
3901	39769	WOODEN FORK	0.0329	0.3286	1.021	0	0	CARTON-1000	report	default
3901	40003	JALAPENO	0.0029	0.0286	0.6087	0	0	CARTON-6x2.3KG	report	catalog-days
3901	40037	SUGAR CINNAMON 5KG	0.0114	0.1143	0.2312	0	0	CARTON-5x2.5KG	report	catalog-days
3901	40062A	CINNAMON TWISTS	0.03	0.3	0.415	0	0	CARTON-4X5KG	report	catalog-days
3901	40255	CHEESE BLEND MOZZ/CHEDD (PIZZA) SHRED	0.4257	4.2571	2.1667	3	0	CARTON-6x2KG	report	catalog-days
3901	40303	CHICKEN CRISPY	0.3843	3.8429	3.6667	2	0	CARTON-6x41	report	catalog-days
3901	4068	DRINK SOLO LEMON BIB 15L	0.0571	3	32.13	0	0	CARTON-15L	report	catalog-fixed
3901	4075	DRINK SUNKIST ORANGE BIB 15L	0.0343	3	35.51	0	0	CARTON-15L	report	catalog-fixed
3901	4091	DRINK FCB FREEZE TRAD RASPBERRY 10L	0.0643	1	15.67	0	0	CARTON-10L	report	catalog-fixed
3901	4095	DRINK FCB FREEZE PEPSI 10L	0.0357	1	18.18	0	0	CARTON-10L	report	catalog-fixed
3902	38358	TB MEXICAN RICE (FINISHED PRODUCT)	3609.6429	36096.4286	0	0	36097	GRAM-1GM	missing	default
3902	38360	TB GUACAMOLE (FINISHED PRODUCT)	1538.5286	15385.2857	0	0	15386	GRAM-1GM	missing	default
3902	38377	TB TOMATO DICED (FINISHED PRODUCT)	1392	9744	0	0	9744	GRAM-1GM	missing	default
3902	38372	TB TACO SHELLS (FINISHED PRODUCT)	143.7143	1437.1429	0	0	1438	EACH	report	default
3902	38295	TB TOSTADA (FINISHED PRODUCT)	78.5714	785.7143	0	0	786	EACH	missing	default
3902	40109	FRIES SURECRISP	3.3071	42.9929	8	0	35	CARTON-6x2KG	report	catalog-days
3902	39867A	MEAT CHICKEN COOKED	1.4429	14.4286	0.0084	0	15	CARTON-10X600GM	report	catalog-days
3902	38362	TB FIESTA SALSA (FINISHED PRODUCT)	1.0171	10.1714	0	0	11	KG	missing	default
3902	37923	TORTILLA FLOUR 10.25INCH	0.86	11.18	2	5	5	CARTON-12x12	report	catalog-days
3902	37925	TORTILLA FLOUR 12INCH	0.6271	8.1529	5	1	3	CARTON-12x12	report	catalog-days
3902	7759	DRINK DARE ICED COFFEE DOUBLE	1	10	7	0	3	EACH	report	catalog-days
3902	10006282	DRINK WATER 600ML PET	0.19	2.47	1	0	2	CARTON-24	report	catalog-days
3902	37597	CHURROS MINI	0.3414	3.4143	1	1	2	CARTON-72	report	catalog-days
3902	38240	BEANS BLACK COOKED	0.3686	3.6857	2.6667	0	2	CARTON-12x1KG	report	catalog-days
3902	39009	CHIP NACHO CORN	0.4614	5.9986	4	0	2	CARTON-4.5KG	report	default
3902	39520	MEAT BEEF COOKED	1.0357	13.4643	6.75	5	2	CARTON-8x1.85KG	report	catalog-days
3902	CHOPC	SALAD CORIANDER CHOPPED	0.2014	1.41	0.004	0	2	BAG-500GM	report	catalog-days
3902	10004423	DRINK PEPSI MAX CAN	0.16	2.08	1.7	0	1	CARTON-30	report	catalog-days
3902	106431	260 x 260mm Baking Paper Golden Silidor	0.0029	0.0286	0	0	1	CARTON-1000	report	default
3902	106491	4OZ PORTION CUP 50EA	0.0657	0.6571	0	0	1	PACK-50	report	default
3902	106551	4OZ PORTION CUP LID 50EA	0.0657	0.6571	0	0	1	PACK-50	report	default
3902	3226	DRINK PEPSI MAX 600ML	0.1671	2.1729	1.8	0	1	CARTON-24	report	catalog-days
3902	37013	SAUCE PICO DE GALLO 100GM	0.0271	0.2714	0.002	0	1	CARTON-12x500GM	report	catalog-days
3902	37378	CUP FCB 590 ML CH	0.0186	0.1857	0	0	1	CARTON-1000	report	default
3902	37380	LID FCB DOME 590 ML CH	0.0186	0.1857	0	0	1	CARTON-1000	report	default
3902	37909	SAUCE NACHO CHEESE	0.6657	6.6571	5.8	0	1	CARTON-6x1.8KG	report	catalog-days
3902	40255	CHEESE BLEND MOZZ/CHEDD (PIZZA) SHRED	0.3171	3.1714	1.1667	2	1	CARTON-6x2KG	report	catalog-days
3902	SLETT	LETTUCE SHREDDED	0.6557	6.59	6	0	1	CARTON-4X2.5KG	report	catalog-days
3902	10004425	DRINK SOLO CAN	0.0486	0.6314	2.6	0	0	CARTON-30	report	catalog-days
3902	10004724	DRINK PEPSI CAN	0.0514	0.6686	3.4	0	0	CARTON-30	report	catalog-days
3902	10004815	DRINK MOUNTAIN DEW 600ML PET	0.1057	1.3743	2	0	0	CARTON-24	report	catalog-days
3902	10005242	DRINK WATER SPARKLING 500ML	0.0171	0.2229	2.8	0	0	CARTON-24	report	catalog-days
3902	10005385	DRINK MOUNTAIN DEW BIB 15L	0.0314	4	54	0	0	CARTON-15L	report	catalog-fixed
3902	10005562	DRINK FCB FREEZE MOUNTAIN DEW 10L	0.0471	1	4	0	0	CARTON-10L	report	catalog-fixed
3902	10006573	DRINK SUNKIST ORANGE CAN	0.0829	1.0771	3.625	0	0	CARTON-24	report	catalog-days
3902	10006824	DRINK LIPTON ICE TEA LEMON 500ML	0.0414	0.5386	2.6	0	0	CARTON-24	report	catalog-days
3902	10006826	DRINK LIPTON ICE TEA PEACH	0.0643	0.8357	2.5	0	0	CARTON-24	report	catalog-days
3902	10006909	DRINK RED BULL ED 250ML	0.0171	0.2229	2	0	0	CARTON-24	report	catalog-days
3902	10006936	DRINK RED BULL S/FREE 250ML	0.0057	0.0743	1.6	0	0	CARTON-24	report	catalog-days
3902	10006942	DRINK RED BULL TROPICAL 250ML	0.0114	0.1486	1	0	0	CARTON-12	report	catalog-days
3902	10007182	DRINK JUICE POP TOP APPLE 250ML	0.0671	0.8729	1	0	0	CARTON-24	report	catalog-days
3902	10007184	DRINK JUICE POP TOP ORANGE 250ML	0.0171	0.2229	1	0	0	CARTON-24	report	catalog-days
3902	10007191	DRINK MOUNTAIN DEW CAN	0.0571	0.7429	1	0	0	CARTON-30	report	catalog-days
3902	10007576	DRINK 7UP CAN	0.0229	0.2971	4	0	0	CARTON-30	report	catalog-days
3902	10008418	DRINK JUICE APPLE SPRING VALLEY	0.0257	0.2571	3.7222	0	0	CARTON-18	report	default
3902	100457	SAUCE FIRE 10X1KG	0.03	0.3	2.6	1	0	CARTON-10x1KG	report	catalog-days
3902	106191	SAUCE CARAMEL MONIN 1.89L	0.0129	0.1286	7.56	1	0	CARTON-4x1.89L	report	catalog-days
3902	13529	TRAYS DRINKS 4 CUP	0.0986	0.9857	1	0	0	CARTON-100	report	default
3902	14701	GUACAMOLE	0.1314	1.3143	2.6667	0	0	CARTON-6x1.5KG	report	catalog-days
3902	2918	DRINK SOLO LEMON 600ML PET	0.0471	0.6129	2.7	0	0	CARTON-24	report	catalog-days
3902	2938	DRINK SUNKIST ORANGE 600ML	0.0729	0.9471	2.9	0	0	CARTON-24	report	catalog-days
3902	3221	DRINK PEPSI 600ML	0.03	0.39	2.6	0	0	CARTON-24	report	catalog-days
3902	3227	DRINK 7UP 600ML PET	0.0657	0.8543	2	0	0	CARTON-24	report	catalog-days
3902	33090	CUP POSTMIX REGULAR	0.0714	0.7143	2.4	0	0	CARTON-1000	report	default
3902	33091	CUP POSTMIX LARGE	0.0414	0.4143	4	0	0	CARTON-1000	report	default
3902	3478	DRINK PEPSI MAX BIB 10L	0.1057	6	30	0	0	CARTON-10L	report	catalog-fixed
3902	36549	NAPKINS BROWN RECYCLE	0.0871	0.8714	2	0	0	CARTON-12x500	report	default
3902	37870	SAUCE CHILLI MILD	0.1186	1.1857	2	0	0	CARTON-10x1KG	report	catalog-days
3902	37872	CANTINA BROWN BOX	0.1129	1.1286	1.405	0	0	CARTON-200	report	default
3902	37891	TORTILLA CORN 6 INCH	0.5143	6.6857	7	5	0	CARTON-12x36	report	catalog-days
3902	37893	BAG CRUNCHWRAP	0.0457	0.4571	2.8	0	0	CARTON-2000	report	default
3902	37901	WRAP LARGE WHITE PRINTED	0.07	0.7	2.8	0	0	CARTON-3000	report	default
3902	37911	CHEESE CHEDD ANGEL HAIR/ S'FINE SHRED	0.1457	1.4571	1.7167	0	0	CARTON-6x2KG	report	catalog-days
3902	37915	RICE LONG GRAIN WHITE	0.2029	2.0286	3.6	0	0	BAG-10KG	report	catalog-days
3902	37921	WRAP SMALL WHITE PRINTED	0.04	0.4	2.6	0	0	CARTON-3000	report	default
