store	itemCode	description	dailyUsage	buildTo	stockOnHand	stockOnOrder	orderQty	unit	onHandSource	buildToSource
3902	37927	TORTILLA FLOUR 6.5INCH	0.2186	2.8414	7.6	0	0	CARTON-24x12	report	catalog-days
3902	37928	FLATBREAD	0.4786	4.7857	7.6	0	0	CARTON-24X6	report	catalog-days
3902	37987	BAG TAKEAWAY BROWN SMALL	0.0443	0.4429	1	0	0	CARTON-1000	report	default
3902	37989	BAG TAKEAWAY BROWN MEDIUM	0.1671	1.6714	2.5	0	0	CARTON-1000	report	default
3902	37991	BAG TAKEAWAY BROWN LARGE 2	0.1514	1.5143	3.7	0	0	CARTON-250	report	default
3902	37993	BAG CHIPS REGULAR	0.0386	0.3857	2.7	0	0	CARTON-3000	report	default
3902	37995	BAG CHIPS LARGE	0.0286	0.2857	2.9	0	0	CARTON-3000	report	default
3902	37997	BAG NACHO CHIPS LARGE	0.0629	0.6286	4	0	0	CARTON-500	report	default
3902	37999	WRAP WASTE WHITE UNPRINTED	0.0757	0.7571	2	0	0	CARTON-5x1000	report	default
3902	38088	DESSERT CHOCETTES	0.0557	0.5571	2	0	0	CARTON-2x2.5KG	report	catalog-days
3902	38163	SAUCE CHOCOLATE DA VINCI	0.0443	0.4429	12	0	0	CARTON-3x2L	report	catalog-days
3902	38414	SAUCE ZESTY RANCH 1	0.2	2	3.2	0	0	CARTON-15x1KG	report	catalog-days
3902	38493	SAUCE CHIPOTLE MAYO 1	0.1271	1.2714	2.6	0	0	CARTON-15x1KG	report	catalog-days
3902	38701	LAVA SAUCE	0.0986	0.9857	2.8	0	0	CARTON-10x1KG	report	catalog-days
3902	38722	SAUCE CREAMY JALAPENO	0.0786	0.7857	1.7	0	0	CARTON-10x1KG	report	catalog-days
3902	38892	BIG BELL BOX 2	0.1114	1.1143	1.8	1	0	CARTON-250	report	default
3902	39054	SEASONING MEXICAN RICE	0.0757	0.7571	4	0	0	BAG-10KG	report	catalog-days
3902	3912	DRINK PEPSI POST MIX	0.3757	4	60	0	0	CARTON-15L	report	catalog-fixed
3902	39185	STRAW PAPER KFC	0.0314	0.3143	1.7	0	0	CARTON-4000	report	default
3902	3939	DRINK 7UP BIB 15L	0.0171	3	45	0	0	CARTON-15L	report	catalog-fixed
3902	39744	DIPPING CUP 60ML	0.1429	1.4286	2.7	1	0	CARTON-1000	report	default
3902	39746	LID CLEAR 60ML DIPPING CUP	0.1429	1.4286	2.8	0	0	CARTON-1000	report	default
3902	39769	WOODEN FORK	0.0214	0.2143	11	0	0	CARTON-1000	report	default
3902	40003	JALAPENO	0.0057	0.0571	1.2174	0	0	CARTON-6x2.3KG	report	catalog-days
3902	40037	SUGAR CINNAMON 5KG	0.01	0.1	2.6	0	0	CARTON-5x2.5KG	report	catalog-days
3902	40062A	CINNAMON TWISTS	0.0229	0.2286	0.85	0	0	CARTON-4X5KG	report	catalog-days
3902	40303	CHICKEN CRISPY	0.3	3	4	0	0	CARTON-6x41	report	catalog-days
3902	4068	DRINK SOLO LEMON BIB 15L	0.0271	3	45	0	0	CARTON-15L	report	catalog-fixed
3902	4075	DRINK SUNKIST ORANGE BIB 15L	0.0171	3	45	0	0	CARTON-15L	report	catalog-fixed
3902	4091	DRINK FCB FREEZE TRAD RASPBERRY 10L	0.0314	1	16	0	0	CARTON-10L	report	catalog-fixed
3902	4095	DRINK FCB FREEZE PEPSI 10L	0.0371	1	20	0	0	CARTON-10L	report	catalog-fixed
3902	607826	OIL FRYING LIQUID CARGILL	0.3971	3.9714	6.9987	0	0	CARTON-15KG	report	catalog-days
3902	8419	CREAM SOUR LIGHT	0.6	6	8	0	0	EACH-5KG	report	catalog-days
3902	DO4	ONION BROWN DICED	0.1686	1.18	4	0	0	CARTON-4x1KG	report	catalog-days
3902	DTOM4	TOMATO DICED	0.8186	5.73	9.375	0	0	CARTON-4x1KG	report	catalog-days
3902	TB13735	LID POSTMIX	0.11	1.1	1.4	0	0	CARTON-1000	report	default
3903	38358	TB MEXICAN RICE (FINISHED PRODUCT)	7085.6429	70856.4286	0	0	70857	GRAM-1GM	missing	default
3903	38360	TB GUACAMOLE (FINISHED PRODUCT)	3255.9857	32559.8571	0	0	32560	GRAM-1GM	missing	default
3903	38377	TB TOMATO DICED (FINISHED PRODUCT)	3368	23576	0	0	23576	GRAM-1GM	missing	default
3903	38372	TB TACO SHELLS (FINISHED PRODUCT)	300.1429	3001.4286	0	0	3002	EACH	report	default
3903	38295	TB TOSTADA (FINISHED PRODUCT)	173.8571	1738.5714	0	0	1739	EACH	missing	default
3903	40109	FRIES SURECRISP	6.8629	89.2171	6.7617	0	83	CARTON-6x2KG	report	catalog-days
3903	39867A	MEAT CHICKEN COOKED	3.1443	31.4429	0.0103	0	32	CARTON-10X600GM	report	catalog-days
3903	38362	TB FIESTA SALSA (FINISHED PRODUCT)	2.2429	22.4286	0	0	23	KG	missing	default
3903	7759	DRINK DARE ICED COFFEE DOUBLE	1.8571	18.5714	4	0	15	EACH	report	catalog-days
3903	39520	MEAT BEEF COOKED	2.2614	29.3986	10.2703	7	13	CARTON-8x1.85KG	report	catalog-days
3903	SLETT	LETTUCE SHREDDED	1.4257	11.98	0.6	0	12	CARTON-4X2.5KG	report	catalog-days
3903	37923	TORTILLA FLOUR 10.25INCH	1.8214	23.6786	6.6597	7	11	CARTON-12x12	report	catalog-days
3903	DTOM4	TOMATO DICED	1.8814	13.17	3.125	0	11	CARTON-4x1KG	report	catalog-days
3903	39009	CHIP NACHO CORN	1.1729	15.2471	5.7844	0	10	CARTON-4.5KG	report	default
3903	8419	CREAM SOUR LIGHT	1.3614	13.6143	4.4	0	10	EACH-5KG	report	catalog-days
3903	37925	TORTILLA FLOUR 12INCH	1.4157	18.4043	6.0972	5	8	CARTON-12x12	report	catalog-days
3903	3226	DRINK PEPSI MAX 600ML	0.6671	8.6729	2.2083	0	7	CARTON-24	report	catalog-days
3903	10006282	DRINK WATER 600ML PET	0.4414	5.7386	0.7083	0	6	CARTON-24	report	catalog-days
3903	37928	FLATBREAD	0.9329	9.3286	4.0139	0	6	CARTON-24X6	report	catalog-days
3903	10004423	DRINK PEPSI MAX CAN	0.5714	7.4286	3.3667	0	5	CARTON-30	report	catalog-days
3903	607826	OIL FRYING LIQUID CARGILL	0.8529	8.5286	4.0413	0	5	CARTON-15KG	report	catalog-days
3903	37915	RICE LONG GRAIN WHITE	0.4214	4.2143	0.437	0	4	BAG-10KG	report	catalog-days
3903	40303	CHICKEN CRISPY	0.6729	6.7286	1.313	2	4	CARTON-6x41	report	catalog-days
3903	CHOPC	SALAD CORIANDER CHOPPED	0.4429	3.1	0	0	4	BAG-500GM	report	catalog-days
3903	10004815	DRINK MOUNTAIN DEW 600ML PET	0.2671	3.4729	1.25	0	3	CARTON-24	report	catalog-days
3903	37870	SAUCE CHILLI MILD	0.3243	3.2429	0.854	0	3	CARTON-10x1KG	report	catalog-days
3903	37909	SAUCE NACHO CHEESE	1.2486	12.4857	4.1889	6	3	CARTON-6x1.8KG	report	catalog-days
3903	38240	BEANS BLACK COOKED	0.7286	7.2857	5	0	3	CARTON-12x1KG	report	catalog-days
3903	38892	BIG BELL BOX 2	0.26	2.6	0.442	0	3	CARTON-250	report	default
3903	10006826	DRINK LIPTON ICE TEA PEACH	0.2457	3.1943	1.7083	0	2	CARTON-24	report	catalog-days
3903	10007191	DRINK MOUNTAIN DEW CAN	0.3	3.9	2.2667	0	2	CARTON-30	report	catalog-days
3903	33090	CUP POSTMIX REGULAR	0.1514	1.5143	0	0	2	CARTON-1000	report	default
3903	37991	BAG TAKEAWAY BROWN LARGE 2	0.33	3.3	1.1231	1	2	CARTON-250	report	default
3903	38414	SAUCE ZESTY RANCH 1	0.4286	4.2857	2.0547	1	2	CARTON-15x1KG	report	catalog-days
3903	38493	SAUCE CHIPOTLE MAYO 1	0.3571	3.5714	1.4847	1	2	CARTON-15x1KG	report	catalog-days
3903	39744	DIPPING CUP 60ML	0.26	2.6	1.106	0	2	CARTON-1000	report	default
3903	39746	LID CLEAR 60ML DIPPING CUP	0.26	2.6	0.906	0	2	CARTON-1000	report	default
3903	DO4	ONION BROWN DICED	0.37	2.59	1.0625	0	2	CARTON-4x1KG	report	catalog-days
3903	10004425	DRINK SOLO CAN	0.1957	2.5443	1.9	0	1	CARTON-30	report	catalog-days
3903	10004724	DRINK PEPSI CAN	0.2271	2.9529	2.1667	0	1	CARTON-30	report	catalog-days
3903	10006909	DRINK RED BULL ED 250ML	0.1129	1.4671	1.4583	0	1	CARTON-24	report	catalog-days
3903	10007182	DRINK JUICE POP TOP APPLE 250ML	0.1071	1.3929	0.7917	0	1	CARTON-24	report	catalog-days
3903	106191	SAUCE CARAMEL MONIN 1.89L	0.02	0.2	0	0	1	CARTON-4x1.89L	report	catalog-days
3903	106431	260 x 260mm Baking Paper Golden Silidor	0.0014	0.0143	0	0	1	CARTON-1000	report	default
3903	106491	4OZ PORTION CUP 50EA	0.0571	0.5714	0	0	1	PACK-50	report	default
3903	106551	4OZ PORTION CUP LID 50EA	0.0571	0.5714	0	0	1	PACK-50	report	default
3903	13529	TRAYS DRINKS 4 CUP	0.1414	1.4143	1.265	0	1	CARTON-100	report	default
3903	2918	DRINK SOLO LEMON 600ML PET	0.1486	1.9314	1	0	1	CARTON-24	report	catalog-days
3903	2938	DRINK SUNKIST ORANGE 600ML	0.1657	2.1543	2	0	1	CARTON-24	report	catalog-days
3903	36549	NAPKINS BROWN RECYCLE	0.1871	1.8714	1.3762	0	1	CARTON-12x500	report	default
3903	37013	SAUCE PICO DE GALLO 100GM	0.0586	0.5857	0.0006	0	1	CARTON-12x500GM	report	catalog-days
3903	37378	CUP FCB 590 ML CH	0.01	0.1	0	0	1	CARTON-1000	report	default
3903	37380	LID FCB DOME 590 ML CH	0.01	0.1	0	0	1	CARTON-1000	report	default
3903	37597	CHURROS MINI	0.6314	6.3143	2.5	3	1	CARTON-72	report	catalog-days
3903	37872	CANTINA BROWN BOX	0.21	2.1	1.735	0	1	CARTON-200	report	default
3903	37891	TORTILLA CORN 6 INCH	1.0971	14.2629	7.7801	6	1	CARTON-12x36	report	catalog-days
3903	37893	BAG CRUNCHWRAP	0.0957	0.9571	0.497	0	1	CARTON-2000	report	default
3903	37911	CHEESE CHEDD ANGEL HAIR/ S'FINE SHRED	0.3014	3.0143	1.6992	1	1	CARTON-6x2KG	report	catalog-days
3903	37989	BAG TAKEAWAY BROWN MEDIUM	0.3629	3.6286	3.5842	0	1	CARTON-1000	report	default
3903	38088	DESSERT CHOCETTES	0.1357	1.3571	0.366	0	1	CARTON-2x2.5KG	report	catalog-days
3903	39054	SEASONING MEXICAN RICE	0.1557	1.5571	0.818	0	1	BAG-10KG	report	catalog-days
3903	39769	WOODEN FORK	0.0429	0.4286	0	0	1	CARTON-1000	report	default
3903	TB13735	LID POSTMIX	0.2186	2.1857	1.219	0	1	CARTON-1000	report	default
3903	10005242	DRINK WATER SPARKLING 500ML	0.04	0.52	1.3333	0	0	CARTON-24	report	catalog-days
3903	10005385	DRINK MOUNTAIN DEW BIB 15L	0.0757	4	33.38	0	0	CARTON-15L	report	catalog-fixed
3903	10005562	DRINK FCB FREEZE MOUNTAIN DEW 10L	0.0257	1	14.81	0	0	CARTON-10L	report	catalog-fixed
3903	10006573	DRINK SUNKIST ORANGE CAN	0.1671	2.1729	3.3333	0	0	CARTON-24	report	catalog-days
3903	10006824	DRINK LIPTON ICE TEA LEMON 500ML	0.07	0.91	1.625	0	0	CARTON-24	report	catalog-days
3903	10006936	DRINK RED BULL S/FREE 250ML	0.0114	0.1486	1.6667	0	0	CARTON-24	report	catalog-days
3903	10006942	DRINK RED BULL TROPICAL 250ML	0.07	0.91	2.5833	0	0	CARTON-12	report	catalog-days
3903	10007184	DRINK JUICE POP TOP ORANGE 250ML	0.0486	0.6314	2.0833	0	0	CARTON-24	report	catalog-days
3903	10007576	DRINK 7UP CAN	0.1043	1.3557	2.3667	0	0	CARTON-30	report	catalog-days
3903	10008418	DRINK JUICE APPLE SPRING VALLEY	0.12	1.2	2.6667	0	0	CARTON-18	report	default
3903	100457	SAUCE FIRE 10X1KG	0.0943	0.9429	1.109	1	0	CARTON-10x1KG	report	catalog-days
3903	14701	GUACAMOLE	0.2814	2.8143	3.4444	0	0	CARTON-6x1.5KG	report	catalog-days
3903	3221	DRINK PEPSI 600ML	0.21	2.73	2.8333	0	0	CARTON-24	report	catalog-days
3903	3227	DRINK 7UP 600ML PET	0.1143	1.4857	1.75	0	0	CARTON-24	report	catalog-days
3903	33091	CUP POSTMIX LARGE	0.0671	0.6714	0.914	0	0	CARTON-1000	report	default
3903	3478	DRINK PEPSI MAX BIB 10L	0.2114	6	28.24	0	0	CARTON-10L	report	catalog-fixed
3903	37901	WRAP LARGE WHITE PRINTED	0.1486	1.4857	2.489	0	0	CARTON-3000	report	default
3903	37921	WRAP SMALL WHITE PRINTED	0.09	0.9	1.58	0	0	CARTON-3000	report	default
3903	37927	TORTILLA FLOUR 6.5INCH	0.4971	6.4629	6.0382	2	0	CARTON-24x12	report	catalog-days
3903	37987	BAG TAKEAWAY BROWN SMALL	0.0957	0.9571	1.393	0	0	CARTON-1000	report	default
3903	37993	BAG CHIPS REGULAR	0.0857	0.8571	0.912	0	0	CARTON-3000	report	default
3903	37995	BAG CHIPS LARGE	0.0543	0.5429	0.943	0	0	CARTON-3000	report	default
3903	37997	BAG NACHO CHIPS LARGE	0.1343	1.3429	1.886	0	0	CARTON-500	report	default
3903	37999	WRAP WASTE WHITE UNPRINTED	0.1671	1.6714	1.8064	0	0	CARTON-5x1000	report	default
3903	38163	SAUCE CHOCOLATE DA VINCI	0.07	0.7	3.61	0	0	CARTON-3x2L	report	catalog-days
3903	38701	LAVA SAUCE	0.2143	2.1429	1.796	1	0	CARTON-10x1KG	report	catalog-days
3903	38722	SAUCE CREAMY JALAPENO	0.1571	1.5714	1.216	1	0	CARTON-10x1KG	report	catalog-days
3903	3912	DRINK PEPSI POST MIX	0.7	4	44.88	0	0	CARTON-15L	report	catalog-fixed
3903	39185	STRAW PAPER KFC	0.0571	0.5714	0.927	0	0	CARTON-4000	report	default
3903	3939	DRINK 7UP BIB 15L	0.0229	3	44.45	0	0	CARTON-15L	report	catalog-fixed
3903	40003	JALAPENO	0.01	0.1	0.5949	0	0	CARTON-6x2.3KG	report	catalog-days
3903	40037	SUGAR CINNAMON 5KG	0.0171	0.1714	1.32	0	0	CARTON-5x2.5KG	report	catalog-days
3903	40062A	CINNAMON TWISTS	0.0414	0.4143	0.9675	0	0	CARTON-4X5KG	report	catalog-days
3903	40255	CHEESE BLEND MOZZ/CHEDD (PIZZA) SHRED	0.6443	6.4429	1.6667	6	0	CARTON-6x2KG	report	catalog-days
3903	4068	DRINK SOLO LEMON BIB 15L	0.0357	3	44.26	0	0	CARTON-15L	report	catalog-fixed
3903	4075	DRINK SUNKIST ORANGE BIB 15L	0.0314	3	59.7	0	0	CARTON-15L	report	catalog-fixed
3903	4091	DRINK FCB FREEZE TRAD RASPBERRY 10L	0.0314	1	19.56	0	0	CARTON-10L	report	catalog-fixed
3903	4095	DRINK FCB FREEZE PEPSI 10L	0.0214	1	19.94	0	0	CARTON-10L	report	catalog-fixed
3904	38358	TB MEXICAN RICE (FINISHED PRODUCT)	5247.9286	52479.2857	0	0	52480	GRAM-1GM	missing	default
3904	38360	TB GUACAMOLE (FINISHED PRODUCT)	2643.3	26433	0	0	26433	GRAM-1GM	missing	default
3904	38377	TB TOMATO DICED (FINISHED PRODUCT)	2422	16954	0	0	16954	GRAM-1GM	missing	default
3904	38372	TB TACO SHELLS (FINISHED PRODUCT)	238.5714	2385.7143	0	0	2386	EACH	report	default
3904	38295	TB TOSTADA (FINISHED PRODUCT)	125.5714	1255.7143	0	0	1256	EACH	missing	default
3904	40109	FRIES SURECRISP	5.81	75.53	3.4167	0	73	CARTON-6x2KG	report	catalog-days
3904	39867A	MEAT CHICKEN COOKED	2.45	24.5	0.0051	0	25	CARTON-10X600GM	report	catalog-days
3904	7759	DRINK DARE ICED COFFEE DOUBLE	2.1429	21.4286	4	0	18	EACH	report	catalog-days
3904	38362	TB FIESTA SALSA (FINISHED PRODUCT)	1.6914	16.9143	0	0	17	KG	missing	default
3904	39520	MEAT BEEF COOKED	1.7386	22.6014	5.25	6	12	CARTON-8x1.85KG	report	catalog-days
3904	37923	TORTILLA FLOUR 10.25INCH	1.4371	18.6829	5.9167	5	8	CARTON-12x12	report	catalog-days
3904	37928	FLATBREAD	0.75	7.5	1.4583	0	7	CARTON-24X6	report	catalog-days
3904	DTOM4	TOMATO DICED	1.4243	9.97	3.375	0	7	CARTON-4x1KG	report	catalog-days
3904	SLETT	LETTUCE SHREDDED	1.1443	10.01	3.1	0	7	CARTON-4X2.5KG	report	catalog-days
3904	37925	TORTILLA FLOUR 12INCH	1	13	3.4167	4	6	CARTON-12x12	report	catalog-days
3904	3226	DRINK PEPSI MAX 600ML	0.4057	5.2743	1.375	0	4	CARTON-24	report	catalog-days
3904	37909	SAUCE NACHO CHEESE	0.9714	9.7143	1.5	5	4	CARTON-6x1.8KG	report	catalog-days
3904	607826	OIL FRYING LIQUID CARGILL	0.6971	6.9714	3	0	4	CARTON-15KG	report	catalog-days
3904	10004423	DRINK PEPSI MAX CAN	0.4757	6.1843	3.5333	0	3	CARTON-30	report	catalog-days
3904	10006282	DRINK WATER 600ML PET	0.4	5.2	3.0833	0	3	CARTON-24	report	catalog-days
3904	37891	TORTILLA CORN 6 INCH	0.84	10.92	5.5	3	3	CARTON-12x36	report	catalog-days
3904	38240	BEANS BLACK COOKED	0.4886	4.8857	2.1667	0	3	CARTON-12x1KG	report	catalog-days
3904	39009	CHIP NACHO CORN	0.8229	10.6971	8	0	3	CARTON-4.5KG	report	default
3904	40303	CHICKEN CRISPY	0.5957	5.9571	1.7073	2	3	CARTON-6x41	report	catalog-days
3904	CHOPC	SALAD CORIANDER CHOPPED	0.3486	2.44	0.001	0	3	BAG-500GM	report	catalog-days
3904	37989	BAG TAKEAWAY BROWN MEDIUM	0.2829	2.8286	1.089	0	2	CARTON-1000	report	default
3904	37991	BAG TAKEAWAY BROWN LARGE 2	0.2557	2.5571	1.156	0	2	CARTON-250	report	default
3904	38414	SAUCE ZESTY RANCH 1	0.3357	3.3571	1.1333	1	2	CARTON-15x1KG	report	catalog-days
3904	38701	LAVA SAUCE	0.1714	1.7143	0.4	0	2	CARTON-10x1KG	report	catalog-days
3904	8419	CREAM SOUR LIGHT	1.0171	10.1714	8.8	0	2	EACH-5KG	report	catalog-days
3904	DO4	ONION BROWN DICED	0.2929	2.05	0.875	0	2	CARTON-4x1KG	report	catalog-days
3904	10004425	DRINK SOLO CAN	0.1286	1.6714	1.2	0	1	CARTON-30	report	catalog-days
3904	10006573	DRINK SUNKIST ORANGE CAN	0.0886	1.1514	0.8333	0	1	CARTON-24	report	catalog-days
3904	10006909	DRINK RED BULL ED 250ML	0.0771	1.0029	0.8333	0	1	CARTON-24	report	catalog-days
3904	106431	260 x 260mm Baking Paper Golden Silidor	0.0014	0.0143	0	0	1	CARTON-1000	report	default
3904	106491	4OZ PORTION CUP 50EA	0.04	0.4	0	0	1	PACK-50	report	default
3904	106551	4OZ PORTION CUP LID 50EA	0.04	0.4	0	0	1	PACK-50	report	default
3904	2938	DRINK SUNKIST ORANGE 600ML	0.1086	1.4114	0.8333	0	1	CARTON-24	report	catalog-days
3904	37013	SAUCE PICO DE GALLO 100GM	0.0457	0.4571	0.0008	0	1	CARTON-12x500GM	report	catalog-days
3904	37378	CUP FCB 590 ML CH	0.0186	0.1857	0	0	1	CARTON-1000	report	default
3904	37380	LID FCB DOME 590 ML CH	0.0186	0.1857	0	0	1	CARTON-1000	report	default
3904	37870	SAUCE CHILLI MILD	0.23	2.3	2.1	0	1	CARTON-10x1KG	report	catalog-days
3904	37915	RICE LONG GRAIN WHITE	0.3171	3.1714	3	0	1	BAG-10KG	report	catalog-days
3904	37927	TORTILLA FLOUR 6.5INCH	0.4343	5.6457	1.7083	3	1	CARTON-24x12	report	catalog-days
3904	37999	WRAP WASTE WHITE UNPRINTED	0.13	1.3	1	0	1	CARTON-5x1000	report	default
3904	38088	DESSERT CHOCETTES	0.13	1.3	0.9	0	1	CARTON-2x2.5KG	report	catalog-days
3904	38722	SAUCE CREAMY JALAPENO	0.1071	1.0714	1	0	1	CARTON-10x1KG	report	catalog-days
3904	38892	BIG BELL BOX 2	0.2586	2.5857	1.104	1	1	CARTON-250	report	default
3904	39185	STRAW PAPER KFC	0.0529	0.5286	0.4375	0	1	CARTON-4000	report	default
3904	39744	DIPPING CUP 60ML	0.2257	2.2571	1.25	1	1	CARTON-1000	report	default
3904	40255	CHEESE BLEND MOZZ/CHEDD (PIZZA) SHRED	0.51	5.1	1.6667	3	1	CARTON-6x2KG	report	catalog-days
3904	TB13735	LID POSTMIX	0.1986	1.9857	1.55	0	1	CARTON-1000	report	default
3904	10004724	DRINK PEPSI CAN	0.0629	0.8171	3.7333	0	0	CARTON-30	report	catalog-days
3904	10004815	DRINK MOUNTAIN DEW 600ML PET	0.1314	1.7086	3.3333	0	0	CARTON-24	report	catalog-days
3904	10005242	DRINK WATER SPARKLING 500ML	0.0171	0.2229	1.2917	0	0	CARTON-24	report	catalog-days
3904	10005385	DRINK MOUNTAIN DEW BIB 15L	0.0914	4	8	0	0	CARTON-15L	report	catalog-fixed
3904	10005562	DRINK FCB FREEZE MOUNTAIN DEW 10L	0.0357	1	14	0	0	CARTON-10L	report	catalog-fixed
3904	10006824	DRINK LIPTON ICE TEA LEMON 500ML	0.0286	0.3714	2.6667	0	0	CARTON-24	report	catalog-days
3904	10006826	DRINK LIPTON ICE TEA PEACH	0.0714	0.9286	1.8333	0	0	CARTON-24	report	catalog-days
3904	10006936	DRINK RED BULL S/FREE 250ML	0.0671	0.8729	1.5833	0	0	CARTON-24	report	catalog-days
3904	10006942	DRINK RED BULL TROPICAL 250ML	0.0843	1.0957	1.4167	0	0	CARTON-12	report	catalog-days
3904	10007182	DRINK JUICE POP TOP APPLE 250ML	0.0771	1.0029	1.0833	0	0	CARTON-24	report	catalog-days
3904	10007184	DRINK JUICE POP TOP ORANGE 250ML	0.0471	0.6129	2.0417	0	0	CARTON-24	report	catalog-days
3904	10007191	DRINK MOUNTAIN DEW CAN	0.13	1.69	3.3333	0	0	CARTON-30	report	catalog-days
3904	10007576	DRINK 7UP CAN	0.0557	0.7243	1.8333	0	0	CARTON-30	report	catalog-days
3904	10008418	DRINK JUICE APPLE SPRING VALLEY	0.0971	0.9714	2.2222	0	0	CARTON-18	report	default
3904	100457	SAUCE FIRE 10X1KG	0.0657	0.6571	1.5	1	0	CARTON-10x1KG	report	catalog-days
3904	106191	SAUCE CARAMEL MONIN 1.89L	0.0214	0.2143	5.67	0	0	CARTON-4x1.89L	report	catalog-days
3904	13529	TRAYS DRINKS 4 CUP	0.0686	0.6857	1.24	0	0	CARTON-100	report	default
3904	14701	GUACAMOLE	0.2271	2.2714	1.5	1	0	CARTON-6x1.5KG	report	catalog-days
3904	2918	DRINK SOLO LEMON 600ML PET	0.0829	1.0771	1.1667	0	0	CARTON-24	report	catalog-days
3904	3221	DRINK PEPSI 600ML	0.1314	1.7086	3.5	0	0	CARTON-24	report	catalog-days
3904	3227	DRINK 7UP 600ML PET	0.0771	1.0029	1.5417	0	0	CARTON-24	report	catalog-days
3904	33090	CUP POSTMIX REGULAR	0.1286	1.2857	1.4	0	0	CARTON-1000	report	default
3904	33091	CUP POSTMIX LARGE	0.07	0.7	1.95	0	0	CARTON-1000	report	default
3904	3478	DRINK PEPSI MAX BIB 10L	0.3071	6	36	0	0	CARTON-10L	report	catalog-fixed
3904	36549	NAPKINS BROWN RECYCLE	0.1486	1.4857	1.8333	0	0	CARTON-12x500	report	default
3904	37597	CHURROS MINI	0.5157	5.1571	4.7222	3	0	CARTON-72	report	catalog-days
3904	37872	CANTINA BROWN BOX	0.1929	1.9286	2.57	0	0	CARTON-200	report	default
3904	37893	BAG CRUNCHWRAP	0.0714	0.7143	1.5	0	0	CARTON-2000	report	default
3904	37901	WRAP LARGE WHITE PRINTED	0.1157	1.1571	2.3333	1	0	CARTON-3000	report	default
3904	37911	CHEESE CHEDD ANGEL HAIR/ S'FINE SHRED	0.2429	2.4286	1.5	1	0	CARTON-6x2KG	report	catalog-days
3904	37921	WRAP SMALL WHITE PRINTED	0.0729	0.7286	1.6667	0	0	CARTON-3000	report	default
3904	37987	BAG TAKEAWAY BROWN SMALL	0.0743	0.7429	1.138	0	0	CARTON-1000	report	default
3904	37993	BAG CHIPS REGULAR	0.0671	0.6714	1.5833	0	0	CARTON-3000	report	default
3904	37995	BAG CHIPS LARGE	0.05	0.5	1.0833	0	0	CARTON-3000	report	default
3904	37997	BAG NACHO CHIPS LARGE	0.12	1.2	16	0	0	CARTON-500	report	default
3904	38163	SAUCE CHOCOLATE DA VINCI	0.0586	0.5857	8	0	0	CARTON-3x2L	report	catalog-days
3904	38493	SAUCE CHIPOTLE MAYO 1	0.25	2.5	2.5333	0	0	CARTON-15x1KG	report	catalog-days
3904	39054	SEASONING MEXICAN RICE	0.1271	1.2714	1.7	0	0	BAG-10KG	report	catalog-days
3904	3912	DRINK PEPSI POST MIX	0.5329	4	45	0	0	CARTON-15L	report	catalog-fixed
3904	3939	DRINK 7UP BIB 15L	0.0329	3	25	0	0	CARTON-15L	report	catalog-fixed
3904	39746	LID CLEAR 60ML DIPPING CUP	0.2257	2.2571	1.5	1	0	CARTON-1000	report	default
3904	39769	WOODEN FORK	0.0386	0.3857	0.5	0	0	CARTON-1000	report	default
3904	40003	JALAPENO	0.0057	0.0571	0.6087	0	0	CARTON-6x2.3KG	report	catalog-days
3904	40037	SUGAR CINNAMON 5KG	0.0171	0.1714	1	0	0	CARTON-5x2.5KG	report	catalog-days
3904	40062A	CINNAMON TWISTS	0.04	0.4	0.49	0	0	CARTON-4X5KG	report	catalog-days
3904	4068	DRINK SOLO LEMON BIB 15L	0.0557	3	15	0	0	CARTON-15L	report	catalog-fixed
3904	4075	DRINK SUNKIST ORANGE BIB 15L	0.0414	3	30	0	0	CARTON-15L	report	catalog-fixed
3904	4091	DRINK FCB FREEZE TRAD RASPBERRY 10L	0.0329	1	9	0	0	CARTON-10L	report	catalog-fixed
3904	4095	DRINK FCB FREEZE PEPSI 10L	0.03	1	8	0	0	CARTON-10L	report	catalog-fixed